date,Wind Speed,Pressure,Relative Humidity,Temperature,Solar Radiation
2012-11-27 14:00:00,0.4468777776,983.784606934,21.7721971783,29.4730967773,539
2012-11-27 15:00:00,0.5761083364,983.359375,24.6024915764,27.9636520743,374
2012-11-27 16:00:00,1.0481805801,983.434692383,41.5417121842,24.9618861976,146
2012-11-27 17:00:00,1.5340074301,983.532348633,44.2782120005,22.5934836825,3
2012-11-27 18:00:00,1.8985738754,984.01763916,41.9884757605,21.6363652756,0
2012-11-27 19:00:00,2.1058478355,984.419616699,42.8549339178,20.8416488357,0
2012-11-27 20:00:00,2.2208383083,985.118835449,43.0892864029,20.0886918588,0
2012-11-27 21:00:00,2.2721188068,985.649353027,43.6449549296,19.3429699641,0
2012-11-27 22:00:00,2.3016777039,985.529846191,44.4581333665,18.5767380347,0
2012-11-27 23:00:00,2.311876297,985.534362793,45.7538660927,17.8416250352,0
2012-11-28 00:00:00,2.2697532177,985.271911621,47.6753564939,17.149647545,0
2012-11-28 01:00:00,2.1747276783,985.555603027,49.8969750088,16.521782054,0
2012-11-28 02:00:00,1.976890564,985.366638184,52.378377097,15.9616720722,0
2012-11-28 03:00:00,1.8513290882,985.16607666,54.4638142197,15.4517138873,0
2012-11-28 04:00:00,1.9400368929,985.058288574,55.4045770698,14.9540562729,0
2012-11-28 05:00:00,2.1480875015,985.217407227,55.8657700187,14.4973067669,0
2012-11-28 06:00:00,2.3224821091,985.357238769,56.7783331562,14.101656898,0
2012-11-28 07:00:00,2.4160714149,985.780517578,56.9287401245,15.4103483847,26
2012-11-28 08:00:00,2.2620611191,986.352416992,44.0081206755,18.5480180732,208
2012-11-28 09:00:00,1.8177739382,986.50592041,37.6854165111,21.761823354,396
2012-11-28 10:00:00,1.4116693735,985.997558594,28.3003359546,26.3679945042,553
2012-11-28 11:00:00,1.0996447802,985.153564453,22.4395381571,29.3863851775,645
2012-11-28 12:00:00,1.0291512012,984.151306152,21.7561207071,30.4575793808,673
2012-11-28 13:00:00,1.0095927715,983.090393066,22.4439763401,30.5932573718,630
2012-11-28 14:00:00,0.8485706449,982.610778809,23.9018892153,29.9942464956,534
2012-11-28 15:00:00,0.7327370048,982.353515625,27.0046922428,28.4948491616,369
2012-11-28 16:00:00,0.9033378363,982.313415527,42.709935572,25.8167329282,176
2012-11-28 17:00:00,1.2959083319,982.434692383,44.9874890931,23.1219076253,3
2012-11-28 18:00:00,1.5909353495,983.260070801,43.1542103675,22.199415919,0
2012-11-28 19:00:00,1.6305587292,983.852416992,44.1562357428,21.4041272331,0
2012-11-28 20:00:00,1.324416995,984.288513184,42.7267022835,20.6065836686,0
2012-11-28 21:00:00,0.9357097745,984.645263672,42.4720532052,19.8811856691,0
2012-11-28 22:00:00,0.7128713727,984.332214356,44.4435472914,19.299783483,0
2012-11-28 23:00:00,0.7932482362,983.873596191,50.536023059,18.6067796172,0
2012-11-29 00:00:00,1.0668125153,983.16809082,51.0183487908,17.8964753007,0
2012-11-29 01:00:00,1.2953822613,982.651855469,56.6361531886,17.2486718925,0
2012-11-29 02:00:00,1.0444114208,982.337158203,59.247449769,16.6730595501,0
2012-11-29 03:00:00,0.7190515399,982.275695801,64.6389457872,16.20528848,0
2012-11-29 04:00:00,0.8197444677,982.634460449,64.5117137675,15.7459172356,0
2012-11-29 05:00:00,1.212975502,983.323547363,64.9329456933,15.3145380782,0
2012-11-29 06:00:00,1.5800510645,983.952270508,59.8022012503,14.9540841886,0
2012-11-29 07:00:00,1.8038722277,984.810729981,52.9540024029,16.2254415952,24
2012-11-29 08:00:00,1.4182934761,985.228515625,43.798907353,19.3335709901,205
2012-11-29 09:00:00,0.859860599,985.43762207,34.2331031815,22.4357817243,394
2012-11-29 10:00:00,1.2762979269,985.606323242,23.9335121337,26.7723985227,546
